Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price Parsed,Sale Price Parsed,Budget Parsed,Discounts Parsed,Sales Parsed,COGS Parsed,Profit Parsed,Date_ISO
Government,Germany,Paseo,High,2708,13540,10,20,54160,7040.8,47119.2,27080,2021-01-25
Government,Canada,Paseo,High,2632,342160,10,350,921200,119756,801444,684320,2020-05-18
Enterprise,Canada,Paseo,High,1583,94980,10,125,197875,25723.75,172151.25,189960,2020-03-16
Channel Partners,Mexico,Paseo,High,571,856.5,10,12,6852,890.76,5961.24,1713,2020-11-07
Government,France,Paseo,High,2696,6740,10,7,18872,2453.36,16418.64,13480,2019-06-21
Midmarket,Canada,Paseo,High,1565,7825,10,15,23475,3051.75,20423.25,15650,2019-08-15
Government,Canada,Paseo,High,1249,6245,10,20,24980,3247.4,21732.6,12490,2021-03-30
Government,Germany,Paseo,High,357,46410,10,350,124950,16243.5,108706.5,92820,2020-09-25
Channel Partners,Germany,Paseo,High,1013,1519.5,10,12,12156,1580.28,10575.72,3039,2019-08-14
Midmarket,France,Velo,High,3997,19987.5,120,15,59962.5,7795.13,52167.38,39975,2019-03-06
Government,Canada,Velo,High,2632,342160,120,350,921200,119756,801444,684320,2021-02-15
Government,France,Velo,High,1190,2975,120,7,8330,1082.9,7247.1,5950,2019-05-01
Channel Partners,Mexico,Velo,High,604,906,120,12,7248,942.24,6305.76,1812,2020-05-16
Midmarket,Germany,Velo,High,660,3300,120,15,9900,1287,8613,6600,2021-03-09
Channel Partners,Mexico,Velo,High,410,615,120,12,4920,639.6,4280.4,1230,2020-02-12
Small Business,Mexico,Velo,High,2605,325625,120,300,781500,101595,679905,651250,2021-03-18
Channel Partners,Germany,Velo,High,1013,1519.5,120,12,12156,1580.28,10575.72,3039,2019-11-12
Enterprise,Canada,VTT,High,1583,94980,250,125,197875,25723.75,172151.25,189960,2020-05-14
Midmarket,Canada,VTT,High,1565,7825,250,15,23475,3051.75,20423.25,15650,2020-08-26
Enterprise,Canada,Amarilla,High,1659,99540,260,125,207375,26958.75,180416.25,199080,2020-02-28
Government,France,Amarilla,High,1190,2975,260,7,8330,1082.9,7247.1,5950,2019-05-30
Channel Partners,Mexico,Amarilla,High,410,615,260,12,4920,639.6,4280.4,1230,2018-11-24
Channel Partners,Germany,Amarilla,High,1770,2655,260,12,21240,2761.2,18478.8,5310,2020-06-28
Government,Mexico,Carretera,High,2579,12895,3,20,51580,7221.2,44358.8,25790,2019-03-20
Government,United States of America,Carretera,High,1743,8715,3,20,34860,4880.4,29979.6,17430,2020-02-01
Government,United States of America,Carretera,High,2996,7490,3,7,20972,2936.08,18035.92,14980,2020-11-20
Government,Germany,Carretera,High,280,700,3,7,1960,274.4,1685.6,1400,2019-03-07
Government,France,Montana,High,293,732.5,5,7,2051,287.14,1763.86,1465,2020-01-04
Government,United States of America,Montana,High,2996,7490,5,7,20972,2936.08,18035.92,14980,2021-01-13
Midmarket,Germany,Paseo,High,278,1390,10,15,4170,583.8,3586.2,2780,2019-06-10
Government,Canada,Paseo,High,2428,12140,10,20,48560,6798.4,41761.6,24280,2021-05-12
Midmarket,United States of America,Paseo,High,1767,8835,10,15,26505,3710.7,22794.3,17670,2019-09-09
Channel Partners,France,Paseo,High,1393,2089.5,10,12,16716,2340.24,14375.76,4179,2019-05-12
Government,Germany,VTT,High,280,700,250,7,1960,274.4,1685.6,1400,2020-01-01
Channel Partners,France,Amarilla,High,1393,2089.5,260,12,16716,2340.24,14375.76,4179,2019-03-03
Channel Partners,United States of America,Amarilla,High,2015,3022.5,260,12,24180,3385.2,20794.8,6045,2021-03-25
Small Business,Mexico,Carretera,High,801,100125,3,300,240300,33642,206658,200250,2021-03-14
Enterprise,France,Carretera,High,1023,61380,3,125,127875,17902.5,109972.5,122760,2020-08-02
Small Business,Canada,Carretera,High,1496,187000,3,300,448800,62832,385968,374000,2021-02-08
Small Business,United States of America,Carretera,High,1010,126250,3,300,303000,42420,260580,252500,2020-07-16
Midmarket,Germany,Carretera,High,1513,7565,3,15,22695,3177.3,19517.7,15130,2020-08-09
Midmarket,Canada,Carretera,High,2300,11500,3,15,34500,4830,29670,23000,2020-05-05
Enterprise,Mexico,Carretera,High,2821,169260,3,125,352625,49367.5,303257.5,338520,2020-11-29
Government,Canada,Montana,High,2227,289575,5,350,779625,109147.5,670477.5,579150,2018-12-29
Government,Germany,Montana,High,1199,155870,5,350,419650,58751,360899,311740,2019-05-04
Government,Canada,Montana,High,200,26000,5,350,70000,9800,60200,52000,2020-03-26
Government,Canada,Montana,High,388,970,5,7,2716,380.24,2335.76,1940,2019-03-29
Government,Mexico,Montana,High,1727,4317.5,5,7,12089,1692.46,10396.54,8635,2021-04-03
Midmarket,Canada,Montana,High,2300,11500,5,15,34500,4830,29670,23000,2019-08-26
Government,Mexico,Paseo,High,260,1300,10,20,5200,728,4472,2600,2020-08-09
Midmarket,Canada,Paseo,High,2470,12350,10,15,37050,5187,31863,24700,2020-10-17
Midmarket,Canada,Paseo,High,1743,8715,10,15,26145,3660.3,22484.7,17430,2021-05-09
Channel Partners,United States of America,Paseo,High,2914,4371,10,12,34968,4895.52,30072.48,8742,2021-02-05
Government,France,Paseo,High,1731,4327.5,10,7,12117,1696.38,10420.62,8655,2019-08-09
Government,Canada,Paseo,High,700,91000,10,350,245000,34300,210700,182000,2020-06-02
Channel Partners,Canada,Paseo,High,2222,3333,10,12,26664,3732.96,22931.04,6666,2019-08-06
Government,United States of America,Paseo,High,1177,153010,10,350,411950,57673,354277,306020,2019-06-16
Government,France,Paseo,High,1922,249860,10,350,672700,94178,578522,499720,2021-02-23
Enterprise,Mexico,Velo,High,1575,94500,120,125,196875,27562.5,169312.5,189000,2020-02-23
Government,United States of America,Velo,High,606,3030,120,20,12120,1696.8,10423.2,6060,2020-11-25
Small Business,United States of America,Velo,High,2460,307500,120,300,738000,103320,634680,615000,2018-11-05
Small Business,Canada,Velo,High,269,33625,120,300,80700,11298,69402,67250,2018-12-12
Small Business,Germany,Velo,High,2536,317000,120,300,760800,106512,654288,634000,2019-07-22
Government,Mexico,VTT,High,2903,7257.5,250,7,20321,2844.94,17476.06,14515,2019-01-21
Small Business,United States of America,VTT,High,2541,317625,250,300,762300,106722,655578,635250,2020-08-22
Small Business,Canada,VTT,High,269,33625,250,300,80700,11298,69402,67250,2021-05-28
Small Business,Canada,VTT,High,1496,187000,250,300,448800,62832,385968,374000,2020-07-01
Small Business,United States of America,VTT,High,1010,126250,250,300,303000,42420,260580,252500,2021-02-13
Government,France,VTT,High,1281,166530,250,350,448350,62769,385581,333060,2020-06-04
Small Business,Canada,Amarilla,High,888,111000,260,300,266400,37296,229104,222000,2021-01-14
Enterprise,United States of America,Amarilla,High,2844,170640,260,125,355500,49770,305730,341280,2021-06-20
Channel Partners,France,Amarilla,High,2475,3712.5,260,12,29700,4158,25542,7425,2019-04-20
Midmarket,Canada,Amarilla,High,1743,8715,260,15,26145,3660.3,22484.7,17430,2020-06-13
Channel Partners,United States of America,Amarilla,High,2914,4371,260,12,34968,4895.52,30072.48,8742,2021-01-10
Government,France,Amarilla,High,1731,4327.5,260,7,12117,1696.38,10420.62,8655,2021-06-26
Government,Mexico,Amarilla,High,1727,4317.5,260,7,12089,1692.46,10396.54,8635,2020-12-09
Midmarket,Mexico,Amarilla,High,1870,9350,260,15,28050,3927,24123,18700,2020-04-19
Enterprise,France,Carretera,High,1174,70440,3,125,146750,22012.5,124737.5,140880,2019-03-16
Enterprise,Germany,Carretera,High,2767,166020,3,125,345875,51881.25,293993.75,332040,2019-09-22
Enterprise,Germany,Carretera,High,1085,65100,3,125,135625,20343.75,115281.25,130200,2021-06-14
Small Business,Mexico,Montana,High,546,68250,5,300,163800,24570,139230,136500,2019-12-02
Government,Germany,Paseo,High,1158,5790,10,20,23160,3474,19686,11580,2019-11-26
Midmarket,Canada,Paseo,High,1614,8070,10,15,24210,3631.5,20578.5,16140,2021-06-07
Government,Mexico,Paseo,High,2535,6337.5,10,7,17745,2661.75,15083.25,12675,2019-03-25
Government,Mexico,Paseo,High,2851,370630,10,350,997850,149677.5,848172.5,741260,2020-11-19
Midmarket,Canada,Paseo,High,2559,12795,10,15,38385,5757.75,32627.25,25590,2019-12-11
Government,United States of America,Paseo,High,267,1335,10,20,5340,801,4539,2670,2020-07-22
Enterprise,Germany,Paseo,High,1085,65100,10,125,135625,20343.75,115281.25,130200,2019-06-02
Midmarket,Germany,Paseo,High,1175,5875,10,15,17625,2643.75,14981.25,11750,2019-08-11
Government,United States of America,Paseo,High,2007,260910,10,350,702450,105367.5,597082.5,521820,2020-10-11
Government,Mexico,Paseo,High,2151,279630,10,350,752850,112927.5,639922.5,559260,2018-12-04
Channel Partners,United States of America,Paseo,High,914,1371,10,12,10968,1645.2,9322.8,2742,2020-12-22
Government,France,Paseo,High,293,1465,10,20,5860,879,4981,2930,2021-04-10
Channel Partners,Mexico,Velo,High,500,750,120,12,6000,900,5100,1500,2019-03-11
Midmarket,France,Velo,High,2826,14130,120,15,42390,6358.5,36031.5,28260,2021-07-03
Enterprise,France,Velo,High,663,39780,120,125,82875,12431.25,70443.75,79560,2020-03-17
Small Business,United States of America,Velo,High,2574,321750,120,300,772200,115830,656370,643500,2020-05-21
Enterprise,United States of America,Velo,High,2438,146280,120,125,304750,45712.5,259037.5,292560,2021-01-17
Channel Partners,United States of America,Velo,High,914,1371,120,12,10968,1645.2,9322.8,2742,2019-05-25
Government,Canada,VTT,High,865,4327.5,250,20,17310,2596.5,14713.5,8655,2019-08-31
Midmarket,Germany,VTT,High,492,2460,250,15,7380,1107,6273,4920,2021-02-04
Government,United States of America,VTT,High,267,1335,250,20,5340,801,4539,2670,2019-07-09
Midmarket,Germany,VTT,High,1175,5875,250,15,17625,2643.75,14981.25,11750,2018-11-19
Enterprise,Canada,VTT,High,2954,177240,250,125,369250,55387.5,313862.5,354480,2019-03-24
Enterprise,Germany,VTT,High,552,33120,250,125,69000,10350,58650,66240,2019-09-20
Government,France,VTT,High,293,1465,250,20,5860,879,4981,2930,2020-07-16
Small Business,France,Amarilla,High,2475,309375,260,300,742500,111375,631125,618750,2018-11-01
Small Business,Mexico,Amarilla,High,546,68250,260,300,163800,24570,139230,136500,2019-10-05
Government,Mexico,Montana,High,1368,3420,5,7,9576,1436.4,8139.6,6840,2019-03-12
Government,Canada,Paseo,High,723,1807.5,10,7,5061,759.15,4301.85,3615,2020-11-27
Channel Partners,United States of America,VTT,High,1806,2709,250,12,21672,3250.8,18421.2,5418,2019-07-01
Midmarket,France,Amarilla,Low,321,1605,260,15,4815,48.15,4766.85,3210,2018-11-25
Enterprise,Canada,Carretera,Low,742,44550,3,125,92812.5,1856.25,90956.25,89100,2019-04-25
Channel Partners,Canada,Carretera,Low,1295,1942.5,3,12,15540,310.8,15229.2,3885,2020-04-19
Small Business,Germany,Carretera,Low,214,26750,3,300,64200,1284,62916,53500,2020-05-05
Government,France,Carretera,Low,2145,5362.5,3,7,15015,300.3,14714.7,10725,2019-08-19
Government,Canada,Carretera,Low,2852,370760,3,350,998200,19964,978236,741520,2019-05-27
Channel Partners,United States of America,Montana,Low,1142,1713,5,12,13704,274.08,13429.92,3426,2021-03-20
Government,United States of America,Montana,Low,1566,7830,5,20,31320,626.4,30693.6,15660,2020-07-18
Channel Partners,Mexico,Montana,Low,690,1035,5,12,8280,165.6,8114.4,2070,2020-02-21
Enterprise,Mexico,Montana,Low,1660,99600,5,125,207500,4150,203350,199200,2020-07-21
Midmarket,Canada,Paseo,Low,2363,11815,10,15,35445,708.9,34736.1,23630,2019-05-11
Small Business,France,Paseo,Low,918,114750,10,300,275400,5508,269892,229500,2019-03-27
Small Business,Germany,Paseo,Low,1728,216000,10,300,518400,10368,508032,432000,2019-03-12
Channel Partners,United States of America,Paseo,Low,1142,1713,10,12,13704,274.08,13429.92,3426,2019-01-24
Enterprise,Mexico,Paseo,Low,662,39720,10,125,82750,1655,81095,79440,2021-01-05
Channel Partners,Canada,Paseo,Low,1295,1942.5,10,12,15540,310.8,15229.2,3885,2019-09-09
Enterprise,Germany,Paseo,Low,809,48540,10,125,101125,2022.5,99102.5,97080,2019-12-28
Enterprise,Mexico,Paseo,Low,2145,128700,10,125,268125,5362.5,262762.5,257400,2021-03-21
Channel Partners,France,Paseo,Low,1785,2677.5,10,12,21420,428.4,20991.6,5355,2020-02-15
Small Business,Canada,Paseo,Low,1916,239500,10,300,574800,11496,563304,479000,2020-08-28
Government,Canada,Paseo,Low,2852,370760,10,350,998200,19964,978236,741520,2019-09-15
Enterprise,Canada,Paseo,Low,2729,163740,10,125,341125,6822.5,334302.5,327480,2020-09-07
Midmarket,United States of America,Paseo,Low,1925,9625,10,15,28875,577.5,28297.5,19250,2021-03-12
Government,United States of America,Paseo,Low,2013,5032.5,10,7,14091,281.82,13809.18,10065,2019-06-17
Channel Partners,France,Paseo,Low,1055,1582.5,10,12,12660,253.2,12406.8,3165,2020-05-10
Channel Partners,Mexico,Paseo,Low,1084,1626,10,12,13008,260.16,12747.84,3252,2019-01-02
Government,United States of America,Velo,Low,1566,7830,120,20,31320,626.4,30693.6,15660,2020-12-17
Government,Germany,Velo,Low,2966,385580,120,350,1038100,20762,1017338,771160,2020-08-08
Government,Germany,Velo,Low,2877,374010,120,350,1006950,20139,986811,748020,2021-06-13
Enterprise,Germany,Velo,Low,809,48540,120,125,101125,2022.5,99102.5,97080,2018-11-13
Enterprise,Mexico,Velo,Low,2145,128700,120,125,268125,5362.5,262762.5,257400,2020-12-31
Channel Partners,France,Velo,Low,1055,1582.5,120,12,12660,253.2,12406.8,3165,2021-04-17
Government,Mexico,Velo,Low,544,2720,120,20,10880,217.6,10662.4,5440,2021-05-18
Channel Partners,Mexico,Velo,Low,1084,1626,120,12,13008,260.16,12747.84,3252,2021-03-04
Enterprise,Mexico,VTT,Low,662,39720,250,125,82750,1655,81095,79440,2020-10-26
Small Business,Germany,VTT,Low,214,26750,250,300,64200,1284,62916,53500,2020-11-24
Government,Germany,VTT,Low,2877,374010,250,350,1006950,20139,986811,748020,2020-10-15
Enterprise,Canada,VTT,Low,2729,163740,250,125,341125,6822.5,334302.5,327480,2019-08-24
Government,United States of America,VTT,Low,266,34580,250,350,93100,1862,91238,69160,2018-11-09
Government,Mexico,VTT,Low,1940,252200,250,350,679000,13580,665420,504400,2019-08-07
Small Business,Germany,Amarilla,Low,259,32375,260,300,77700,1554,76146,64750,2019-03-22
Small Business,Mexico,Amarilla,Low,1101,137625,260,300,330300,6606,323694,275250,2019-09-19
Enterprise,Germany,Amarilla,Low,2276,136560,260,125,284500,5690,278810,273120,2019-06-06
Government,Germany,Amarilla,Low,2966,385580,260,350,1038100,20762,1017338,771160,2019-04-29
Government,United States of America,Amarilla,Low,1236,6180,260,20,24720,494.4,24225.6,12360,2020-03-31
Government,France,Amarilla,Low,941,4705,260,20,18820,376.4,18443.6,9410,2020-05-14
Small Business,Canada,Amarilla,Low,1916,239500,260,300,574800,11496,563304,479000,2019-12-31
Enterprise,France,Carretera,Low,4243,254610,3,125,530437.5,15913.13,514524.38,509220,2019-03-19
Government,Germany,Carretera,Low,2580,12900,3,20,51600,1548,50052,25800,2020-03-10
Small Business,Germany,Carretera,Low,689,86125,3,300,206700,6201,200499,172250,2021-05-11
Channel Partners,United States of America,Carretera,Low,1947,2920.5,3,12,23364,700.92,22663.08,5841,2018-11-18
Channel Partners,Canada,Carretera,Low,908,1362,3,12,10896,326.88,10569.12,2724,2020-10-02
Government,Germany,Montana,Low,1958,4895,5,7,13706,411.18,13294.82,9790,2020-02-29
Channel Partners,France,Montana,Low,1901,2851.5,5,12,22812,684.36,22127.64,5703,2020-07-10
Government,France,Montana,Low,544,1360,5,7,3808,114.24,3693.76,2720,2019-09-06
Government,Germany,Montana,Low,1797,233610,5,350,628950,18868.5,610081.5,467220,2019-10-05
Enterprise,France,Montana,Low,1287,77220,5,125,160875,4826.25,156048.75,154440,2021-06-12
Enterprise,Germany,Montana,Low,1706,102360,5,125,213250,6397.5,206852.5,204720,2018-11-16
Small Business,France,Paseo,Low,2434,304312.5,10,300,730350,21910.5,708439.5,608625,2020-11-25
Enterprise,Canada,Paseo,Low,1774,106440,10,125,221750,6652.5,215097.5,212880,2018-11-29
Channel Partners,France,Paseo,Low,1901,2851.5,10,12,22812,684.36,22127.64,5703,2018-11-18
Small Business,Germany,Paseo,Low,689,86125,10,300,206700,6201,200499,172250,2020-09-05
Enterprise,Germany,Paseo,Low,1570,94200,10,125,196250,5887.5,190362.5,188400,2019-05-17
Channel Partners,United States of America,Paseo,Low,1369,2054.25,10,12,16434,493.02,15940.98,4108.5,2019-12-07
Enterprise,Canada,Paseo,Low,2009,120540,10,125,251125,7533.75,243591.25,241080,2019-09-28
Midmarket,Germany,Paseo,Low,1945,9725,10,15,29175,875.25,28299.75,19450,2021-06-01
Enterprise,France,Paseo,Low,1287,77220,10,125,160875,4826.25,156048.75,154440,2021-01-08
Enterprise,Germany,Paseo,Low,1706,102360,10,125,213250,6397.5,206852.5,204720,2020-04-07
Enterprise,Canada,Velo,Low,2009,120540,120,125,251125,7533.75,243591.25,241080,2021-06-05
Small Business,United States of America,VTT,Low,2844,355500,250,300,853200,25596,827604,711000,2020-04-19
Channel Partners,Mexico,VTT,Low,1916,2874,250,12,22992,689.76,22302.24,5748,2019-06-30
Enterprise,Germany,VTT,Low,1570,94200,250,125,196250,5887.5,190362.5,188400,2020-09-19
Small Business,Canada,VTT,Low,1874,234250,250,300,562200,16866,545334,468500,2020-01-19
Government,Mexico,VTT,Low,1642,213460,250,350,574700,17241,557459,426920,2021-04-11
Midmarket,Germany,VTT,Low,1945,9725,250,15,29175,875.25,28299.75,19450,2019-07-14
Government,Canada,Carretera,Low,831,4155,3,20,16620,498.6,16121.4,8310,2018-12-26
Government,Mexico,Paseo,Low,1760,4400,10,7,12320,369.6,11950.4,8800,2020-11-18
Government,Canada,Velo,Low,3850,19252.5,120,20,77010,2310.3,74699.7,38505,2020-09-23
Channel Partners,Germany,VTT,Low,2479,3718.5,250,12,29748,892.44,28855.56,7437,2020-06-24
Midmarket,Mexico,Montana,Low,2031,10155,5,15,30465,1218.6,29246.4,20310,2018-12-14
Midmarket,Mexico,Paseo,Low,2031,10155,10,15,30465,1218.6,29246.4,20310,2019-09-13
Midmarket,France,Paseo,Low,2261,11305,10,15,33915,1356.6,32558.4,22610,2019-08-07
Government,United States of America,Velo,Low,736,3680,120,20,14720,588.8,14131.2,7360,2020-05-16
Government,Canada,Carretera,Low,2851,7127.5,3,7,19957,798.28,19158.72,14255,2019-01-22
Small Business,Germany,Carretera,Low,2021,252625,3,300,606300,24252,582048,505250,2021-07-06
Government,United States of America,Carretera,Low,274,35620,3,350,95900,3836,92064,71240,2020-05-10
Midmarket,Canada,Montana,Low,1967,9835,5,15,29505,1180.2,28324.8,19670,2019-09-29
Small Business,Germany,Montana,Low,1859,232375,5,300,557700,22308,535392,464750,2019-08-31
Government,Canada,Montana,Low,2851,7127.5,5,7,19957,798.28,19158.72,14255,2020-12-19
Small Business,Germany,Montana,Low,2021,252625,5,300,606300,24252,582048,505250,2020-03-06
Enterprise,Mexico,Montana,Low,1138,68280,5,125,142250,5690,136560,136560,2020-02-08
Government,Canada,Paseo,Low,4251,10627.5,10,7,29757,1190.28,28566.72,21255,2018-12-27
Enterprise,Germany,Paseo,Low,795,47700,10,125,99375,3975,95400,95400,2020-10-08
Small Business,Germany,Paseo,Low,1414,176812.5,10,300,424350,16974,407376,353625,2021-02-20
Small Business,United States of America,Paseo,Low,2918,364750,10,300,875400,35016,840384,729500,2021-02-09
Government,United States of America,Paseo,Low,3450,448500,10,350,1207500,48300,1159200,897000,2019-11-23
Enterprise,France,Paseo,Low,2988,179280,10,125,373500,14940,358560,358560,2018-11-29
